,BHK,Size,Floor,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Rent
2670,3,1800,1,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,37000
2671,3,1800,2,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,30000
2672,3,1200,2,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,20000
2673,1,600,1,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,8500
2674,1,350,2,Super Area,Delhi,Furnished,Bachelors/Family,1,11000
2675,2,100,2,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,14000
2676,3,1800,1,Carpet Area,Delhi,Unfurnished,Bachelors/Family,3,55000
2677,2,900,3,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,25000
2678,3,1150,3,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,20500
2679,4,1400,2,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,28000
2680,1,500,0,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,5000
2681,4,300,2,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,35000
2682,3,1800,2,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,30000
2683,1,500,3,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,10000
2684,1,500,0,Super Area,Delhi,Unfurnished,Bachelors/Family,1,11000
2685,2,80,1,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,17000
2686,2,1000,2,Super Area,Delhi,Semi-Furnished,Bachelors,2,35000
2687,3,1600,6,Super Area,Delhi,Unfurnished,Bachelors/Family,2,30000
2688,4,1800,6,Super Area,Delhi,Semi-Furnished,Bachelors/Family,4,30000
2689,2,400,0,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,13000
2690,2,900,0,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,13000
2691,1,480,4,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,11000
2692,1,180,2,Carpet Area,Delhi,Unfurnished,Bachelors,1,13000
2693,2,1000,1,Carpet Area,Delhi,Unfurnished,Bachelors,2,33000
2694,3,1120,2,Super Area,Delhi,Unfurnished,Bachelors/Family,2,25000
2695,3,1800,2,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,70000
2696,3,1200,1,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,30000
2697,1,550,1,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,9000
2698,2,1400,3,Super Area,Delhi,Unfurnished,Bachelors,1,14500
2699,3,1600,2,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,50000
2700,1,650,1,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,20000
2701,4,120,0,Super Area,Delhi,Furnished,Bachelors/Family,4,15000
2702,2,450,1,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,7500
2703,1,520,0,Super Area,Delhi,Furnished,Bachelors/Family,1,13500
2704,1,850,2,Super Area,Delhi,Semi-Furnished,Bachelors,1,14000
2705,2,850,1,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,18000
2706,2,585,2,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,14000
2707,3,1600,0,Carpet Area,Delhi,Furnished,Bachelors/Family,2,65000
2708,2,950,2,Super Area,Delhi,Unfurnished,Bachelors/Family,2,22000
2709,1,120,1,Super Area,Delhi,Unfurnished,Bachelors/Family,1,4000
2710,2,500,3,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,10000
2711,1,200,2,Carpet Area,Delhi,Unfurnished,Bachelors,1,7500
2712,1,550,2,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,17000
2713,1,650,2,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,18000
2714,4,2800,6,Carpet Area,Delhi,Unfurnished,Bachelors,4,70000
2715,1,50,3,Super Area,Delhi,Furnished,Bachelors/Family,1,10000
2716,2,550,4,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,15000
2717,2,90,4,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,16500
2718,3,2925,1,Super Area,Delhi,Semi-Furnished,Bachelors/Family,3,100000
2719,1,150,4,Carpet Area,Delhi,Furnished,Bachelors/Family,1,7500
2720,2,450,1,Super Area,Delhi,Unfurnished,Bachelors/Family,1,6000
2721,2,750,4,Carpet Area,Delhi,Unfurnished,Bachelors,2,18000
2722,2,975,0,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,18000
2723,3,106,0,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,8000
2724,2,750,4,Super Area,Delhi,Furnished,Bachelors/Family,2,14000
2725,2,80,2,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,11000
2726,3,96,2,Super Area,Delhi,Unfurnished,Bachelors/Family,2,25000
2727,1,500,1,Super Area,Delhi,Unfurnished,Bachelors/Family,1,9000
2728,3,1550,0,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,47000
2729,2,1000,3,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,20000
2730,1,400,2,Super Area,Delhi,Unfurnished,Bachelors/Family,1,6000
2731,1,450,1,Super Area,Delhi,Unfurnished,Bachelors/Family,1,5000
2732,2,1000,3,Super Area,Delhi,Semi-Furnished,Family,1,20000
2733,1,450,2,Super Area,Delhi,Unfurnished,Bachelors/Family,1,10000
2734,3,100,3,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,15000
2735,2,550,2,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,13500
2736,1,400,2,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,5500
2737,1,60,1,Super Area,Delhi,Furnished,Bachelors/Family,1,14000
2738,4,900,3,Super Area,Delhi,Unfurnished,Bachelors/Family,2,18000
2739,1,700,1,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,20000
2740,2,500,2,Super Area,Delhi,Unfurnished,Bachelors/Family,1,9300
2741,3,2000,2,Carpet Area,Delhi,Furnished,Bachelors,3,80000
2742,2,400,2,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,7500
2743,3,1500,1,Carpet Area,Delhi,Unfurnished,Bachelors,2,30000
2744,2,70,2,Super Area,Delhi,Unfurnished,Bachelors/Family,1,13000
2745,2,60,2,Super Area,Delhi,Unfurnished,Bachelors/Family,2,8500
2746,3,200,1,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,44300
2747,2,1650,2,Carpet Area,Delhi,Furnished,Bachelors,2,45000
2748,2,1150,3,Carpet Area,Delhi,Unfurnished,Bachelors,2,30000
2749,2,1800,0,Carpet Area,Delhi,Furnished,Bachelors,2,40000
2750,4,4000,3,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,5,530000
2751,2,900,1,Super Area,Delhi,Unfurnished,Bachelors/Family,1,12000
2752,2,700,1,Super Area,Delhi,Unfurnished,Bachelors/Family,1,13500
2753,2,900,2,Super Area,Delhi,Unfurnished,Bachelors/Family,2,30000
2754,1,400,2,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,9500
2755,4,2700,0,Carpet Area,Delhi,Unfurnished,Bachelors,4,200000
2756,3,2000,0,Super Area,Delhi,Unfurnished,Bachelors/Family,3,30000
2757,2,450,1,Super Area,Delhi,Unfurnished,Bachelors/Family,1,9000
2758,2,400,2,Carpet Area,Delhi,Unfurnished,Bachelors,1,13000
2759,2,500,1,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,7000
2760,1,450,1,Carpet Area,Delhi,Furnished,Bachelors/Family,1,18000
2761,1,350,1,Super Area,Delhi,Unfurnished,Bachelors/Family,1,3500
2762,4,272,1,Carpet Area,Delhi,Unfurnished,Bachelors/Family,4,65000
2763,1,545,2,Super Area,Delhi,Furnished,Bachelors/Family,1,19000
2764,2,84,0,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,23000
2765,1,600,2,Super Area,Delhi,Furnished,Bachelors/Family,1,12000
2766,2,75,3,Super Area,Delhi,Unfurnished,Bachelors/Family,2,15000
2767,3,165,2,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,38000
2768,3,1100,1,Carpet Area,Delhi,Unfurnished,Bachelors,3,50000
2769,1,500,3,Super Area,Delhi,Unfurnished,Bachelors/Family,1,6500
2770,3,150,1,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,35000
2771,2,70,2,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,15000
2772,3,250,1,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,30000
2773,2,70,1,Super Area,Delhi,Unfurnished,Bachelors/Family,2,10000
2774,1,300,3,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,18000
2775,3,1800,1,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,30000
2776,1,400,3,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,16000
2777,3,1250,2,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,22000
2778,2,480,1,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,9000
2779,2,84,2,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,20200
2780,2,84,2,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,19500
2781,2,600,3,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,21000
2782,2,600,0,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,20000
2783,2,720,2,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,13000
2784,2,75,1,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,6500
2785,3,1000,1,Super Area,Delhi,Unfurnished,Bachelors/Family,2,25000
2786,2,900,2,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,20000
2787,2,2200,1,Carpet Area,Delhi,Semi-Furnished,Family,2,33000
2788,3,900,0,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,18000
2789,1,550,3,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,13000
2790,2,450,4,Super Area,Delhi,Furnished,Bachelors/Family,1,10000
2791,2,470,2,Super Area,Delhi,Furnished,Bachelors/Family,2,10000
2792,3,125,3,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,23000
2793,1,400,3,Carpet Area,Delhi,Furnished,Bachelors/Family,1,20000
2794,4,2600,2,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,4,150000
2795,3,1500,5,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,25000
2796,2,80,3,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,21000
2797,3,1100,3,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,30000
2798,2,1000,4,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,22000
2799,2,800,3,Super Area,Delhi,Unfurnished,Bachelors/Family,2,14000
2800,2,50,2,Super Area,Delhi,Furnished,Bachelors/Family,1,7000
2801,2,1000,2,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,18500
2802,1,550,2,Carpet Area,Delhi,Unfurnished,Bachelors,1,8500
2803,1,450,0,Carpet Area,Delhi,Unfurnished,Bachelors,1,8000
2804,2,670,2,Super Area,Delhi,Furnished,Bachelors/Family,2,10000
2805,2,700,1,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,15000
2806,3,125,3,Super Area,Delhi,Semi-Furnished,Bachelors,2,37000
2807,3,1872,1,Super Area,Delhi,Semi-Furnished,Bachelors/Family,3,90000
2808,2,650,2,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,12000
2809,2,550,1,Carpet Area,Delhi,Unfurnished,Bachelors,2,13000
2810,2,84,0,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,22000
2811,1,90,0,Super Area,Delhi,Unfurnished,Bachelors/Family,2,4000
2812,2,1000,1,Super Area,Delhi,Unfurnished,Bachelors/Family,2,12000
2813,1,65,3,Super Area,Delhi,Unfurnished,Bachelors/Family,1,9000
2814,2,75,2,Super Area,Delhi,Unfurnished,Bachelors/Family,1,14000
2815,1,250,0,Carpet Area,Delhi,Furnished,Bachelors,1,15000
2816,2,900,3,Super Area,Delhi,Unfurnished,Bachelors,2,12500
2817,3,900,3,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,30000
2818,2,650,0,Super Area,Delhi,Unfurnished,Bachelors/Family,2,9500
2819,2,900,4,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,15000
2820,1,800,3,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,12000
2821,1,410,2,Carpet Area,Delhi,Unfurnished,Bachelors,1,8000
2822,3,1500,2,Super Area,Delhi,Furnished,Bachelors/Family,3,70000
2823,4,2800,2,Carpet Area,Delhi,Unfurnished,Bachelors/Family,4,250000
2824,3,1800,2,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,31500
2825,2,1400,0,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,30000
2826,3,1600,3,Super Area,Delhi,Semi-Furnished,Bachelors/Family,3,60000
2827,3,1200,3,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,35000
2828,3,1150,2,Carpet Area,Delhi,Unfurnished,Bachelors/Family,3,55000
2829,2,110,0,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,20000
2830,1,300,3,Super Area,Delhi,Furnished,Bachelors/Family,1,6500
2831,2,750,1,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,17000
2832,1,450,1,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,9300
2833,2,410,2,Super Area,Delhi,Unfurnished,Bachelors/Family,1,7500
2834,2,800,2,Super Area,Delhi,Furnished,Bachelors/Family,1,20000
2835,3,120,4,Super Area,Delhi,Furnished,Bachelors/Family,3,18000
2836,1,650,2,Carpet Area,Delhi,Furnished,Bachelors,1,15000
2837,2,400,2,Carpet Area,Delhi,Unfurnished,Bachelors,1,13000
2838,2,810,3,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,20000
2839,3,700,1,Super Area,Delhi,Furnished,Bachelors/Family,2,12000
2840,2,1125,0,Super Area,Delhi,Furnished,Bachelors/Family,2,40000
2841,2,600,4,Super Area,Delhi,Unfurnished,Bachelors/Family,2,8000
2842,3,1300,1,Carpet Area,Delhi,Furnished,Bachelors,3,95000
2843,3,1450,2,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,68000
2844,3,110,1,Super Area,Delhi,Unfurnished,Bachelors/Family,2,18000
2845,4,3500,1,Carpet Area,Delhi,Semi-Furnished,Bachelors,6,130000
2846,4,4000,3,Carpet Area,Delhi,Semi-Furnished,Bachelors,7,150000
2847,3,2500,1,Carpet Area,Delhi,Semi-Furnished,Bachelors,4,75000
2848,4,3000,2,Carpet Area,Delhi,Semi-Furnished,Bachelors,5,110000
2849,4,3500,3,Carpet Area,Delhi,Semi-Furnished,Bachelors,6,150000
2850,1,240,4,Super Area,Delhi,Semi-Furnished,Bachelors,1,10000
2851,3,1250,2,Carpet Area,Delhi,Unfurnished,Bachelors,2,24000
2852,3,1000,2,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,28000
2853,3,900,2,Carpet Area,Delhi,Unfurnished,Bachelors,2,28000
2854,2,900,0,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,18000
2855,3,1250,3,Carpet Area,Delhi,Unfurnished,Bachelors/Family,3,27000
2856,2,650,2,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,17000
2857,3,3200,1,Super Area,Delhi,Semi-Furnished,Bachelors/Family,4,350000
2858,2,900,2,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,25000
2859,3,1250,2,Carpet Area,Delhi,Unfurnished,Bachelors,2,16500
2860,2,60,3,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,14000
2861,2,90,3,Super Area,Delhi,Unfurnished,Bachelors/Family,2,18000
2862,2,55,3,Super Area,Delhi,Unfurnished,Bachelors/Family,1,10000
2863,2,50,1,Super Area,Delhi,Unfurnished,Bachelors/Family,1,10000
2864,4,400,0,Carpet Area,Delhi,Unfurnished,Bachelors/Family,4,100000
2865,2,680,2,Carpet Area,Delhi,Furnished,Bachelors,1,25000
2866,2,756,2,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,22999
2867,2,500,2,Super Area,Delhi,Unfurnished,Bachelors/Family,1,6000
2868,2,900,0,Carpet Area,Delhi,Furnished,Bachelors/Family,2,40000
2869,3,2000,3,Super Area,Delhi,Furnished,Bachelors/Family,3,250000
2870,1,40,3,Carpet Area,Delhi,Furnished,Bachelors/Family,1,13000
2871,1,100,3,Super Area,Delhi,Furnished,Bachelors/Family,1,14000
2872,2,950,2,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,20000
2873,1,200,1,Carpet Area,Delhi,Furnished,Bachelors,1,5500
2874,2,900,0,Carpet Area,Delhi,Furnished,Bachelors/Family,2,32000
2875,2,750,1,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,8000
2876,3,1400,3,Carpet Area,Delhi,Unfurnished,Family,3,25000
2877,2,100,2,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,28000
2878,2,100,1,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,22000
2879,1,100,0,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,21000
2880,2,1000,2,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,30000
2881,1,400,2,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,12000
2882,1,70,2,Super Area,Delhi,Unfurnished,Bachelors/Family,1,15000
2883,1,450,0,Carpet Area,Delhi,Furnished,Bachelors/Family,1,18000
2884,2,900,3,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,18000
2885,1,42,0,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,10000
2886,1,400,2,Carpet Area,Delhi,Furnished,Bachelors/Family,1,16000
2887,2,900,3,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,20000
2888,4,1500,2,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,28000
2889,1,70,1,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,7000
2890,2,450,0,Carpet Area,Delhi,Furnished,Bachelors/Family,1,30000
2891,2,900,0,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,15000
2892,1,500,1,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,8000
2893,1,400,2,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,9000
2894,3,150,2,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,33500
2895,1,450,1,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,9500
2896,2,540,1,Super Area,Delhi,Unfurnished,Bachelors/Family,1,10000
2897,1,400,3,Carpet Area,Delhi,Furnished,Bachelors/Family,1,20000
2898,1,450,2,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,10000
2899,1,700,4,Super Area,Delhi,Unfurnished,Bachelors/Family,1,15000
2900,3,1450,0,Carpet Area,Delhi,Furnished,Bachelors,2,55000
2901,2,1000,2,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,20000
2902,2,550,1,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,16000
2903,2,900,2,Carpet Area,Delhi,Furnished,Bachelors/Family,2,23000
2904,3,300,2,Super Area,Delhi,Semi-Furnished,Bachelors/Family,3,150000
2905,2,1100,0,Super Area,Delhi,Unfurnished,Bachelors/Family,2,25000
2906,1,600,1,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,9000
2907,1,450,3,Super Area,Delhi,Semi-Furnished,Bachelors,1,11000
2908,2,550,2,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,11500
2909,3,1000,1,Super Area,Delhi,Unfurnished,Bachelors/Family,2,16000
2910,3,1250,2,Carpet Area,Delhi,Unfurnished,Bachelors,2,23000
2911,4,1950,2,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,4,30000
2912,3,1750,4,Carpet Area,Delhi,Semi-Furnished,Bachelors,4,110000
2913,1,25,3,Super Area,Delhi,Unfurnished,Bachelors/Family,1,3500
2914,2,700,3,Carpet Area,Delhi,Unfurnished,Bachelors,1,12100
2915,2,1800,1,Carpet Area,Delhi,Unfurnished,Bachelors,1,19000
2916,2,1000,3,Super Area,Delhi,Furnished,Bachelors/Family,2,40000
2917,2,200,2,Super Area,Delhi,Unfurnished,Bachelors/Family,1,8000
2918,3,1700,2,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,42000
2919,3,70,0,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,13000
2920,3,1700,3,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,44000
2921,1,450,1,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,11000
2922,3,1350,2,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,40000
2923,4,2550,3,Super Area,Delhi,Semi-Furnished,Bachelors/Family,4,150000
2924,2,650,2,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,13000
2925,2,650,2,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,17500
2926,3,1250,1,Carpet Area,Delhi,Unfurnished,Bachelors/Family,3,14500
2927,3,1250,2,Carpet Area,Delhi,Unfurnished,Bachelors,2,24000
2928,3,1000,3,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,30000
2929,1,500,2,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,10000
2930,1,500,3,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,10000
2931,3,1550,2,Carpet Area,Delhi,Semi-Furnished,Bachelors,3,90000
2932,4,3800,1,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,5,280000
2933,2,1150,1,Super Area,Delhi,Unfurnished,Bachelors,2,32000
2934,3,2000,3,Carpet Area,Delhi,Unfurnished,Bachelors/Family,3,80000
2935,1,30,2,Carpet Area,Delhi,Furnished,Bachelors/Family,1,5500
2936,1,50,3,Carpet Area,Delhi,Semi-Furnished,Bachelors,1,6000
2937,3,1205,2,Super Area,Delhi,Furnished,Bachelors/Family,2,30000
2938,3,1450,2,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,42000
2939,1,200,2,Super Area,Delhi,Unfurnished,Bachelors/Family,1,5500
2940,2,350,2,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,7000
2941,2,700,0,Super Area,Delhi,Unfurnished,Bachelors,1,10000
2942,1,400,3,Carpet Area,Delhi,Furnished,Bachelors/Family,1,17000
2943,1,700,1,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,18000
2944,2,1000,1,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,14000
2945,1,450,1,Carpet Area,Delhi,Furnished,Bachelors/Family,1,17000
2946,3,1200,10,Super Area,Delhi,Semi-Furnished,Family,2,27000
2947,3,1200,2,Carpet Area,Delhi,Semi-Furnished,Bachelors,2,25000
2948,2,900,3,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,23000
2949,2,84,1,Carpet Area,Delhi,Furnished,Bachelors,2,24500
2950,1,200,1,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,10000
2951,2,1300,2,Super Area,Delhi,Unfurnished,Bachelors,2,35000
2952,2,1300,0,Carpet Area,Delhi,Furnished,Bachelors/Family,2,27000
2953,1,200,1,Carpet Area,Delhi,Unfurnished,Bachelors,1,7000
2954,1,300,0,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,5000
2955,2,550,3,Carpet Area,Delhi,Unfurnished,Bachelors/Family,1,5000
2956,2,950,2,Super Area,Delhi,Semi-Furnished,Bachelors,1,12000
2957,2,750,2,Carpet Area,Delhi,Furnished,Bachelors/Family,2,30000
2958,2,950,0,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,25000
2959,1,350,1,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,1,6000
2960,3,2000,3,Super Area,Delhi,Unfurnished,Bachelors/Family,3,45000
2961,3,180,0,Carpet Area,Delhi,Unfurnished,Bachelors,3,40000
2962,2,60,2,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,8500
2963,2,950,2,Carpet Area,Delhi,Unfurnished,Bachelors,1,16500
2964,3,1400,1,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,3,100000
2965,3,200,2,Carpet Area,Delhi,Unfurnished,Bachelors/Family,2,52000
2966,1,450,2,Carpet Area,Delhi,Furnished,Bachelors/Family,1,12500
2967,2,600,3,Super Area,Delhi,Unfurnished,Bachelors/Family,2,14000
2968,1,350,1,Super Area,Delhi,Unfurnished,Bachelors/Family,1,15000
2969,1,300,1,Carpet Area,Delhi,Furnished,Bachelors,1,5000
2970,2,95,3,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,40000
2971,1,550,3,Super Area,Delhi,Furnished,Bachelors/Family,1,17000
2972,3,900,1,Super Area,Delhi,Furnished,Bachelors/Family,3,15000
2973,1,25,4,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,6000
2974,3,325,1,Carpet Area,Delhi,Unfurnished,Bachelors,3,85000
2975,2,80,2,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,18000
2976,2,77,3,Super Area,Delhi,Unfurnished,Bachelors/Family,1,7500
2977,2,60,3,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,10000
2978,1,100,1,Super Area,Delhi,Furnished,Bachelors/Family,1,9000
2979,3,1300,3,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,24000
2980,2,500,1,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,12000
2981,2,500,2,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,10500
2982,2,1200,3,Super Area,Delhi,Semi-Furnished,Bachelors/Family,2,31000
2983,1,250,0,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,9000
2984,2,700,4,Super Area,Delhi,Semi-Furnished,Bachelors/Family,1,9000
2985,3,1050,0,Carpet Area,Delhi,Unfurnished,Family,2,27000
2986,2,500,2,Carpet Area,Delhi,Semi-Furnished,Bachelors/Family,2,12500
2987,2,1100,1,Super Area,Chennai,Semi-Furnished,Bachelors,2,15000
2988,2,1000,0,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,6500
2989,3,2400,1,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,3,90000
2990,3,3000,1,Super Area,Chennai,Furnished,Family,4,200000
2991,1,650,0,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,1,15000
2992,2,1000,17,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,15000
2993,2,700,1,Super Area,Chennai,Unfurnished,Bachelors/Family,2,7600
2994,3,1200,1,Carpet Area,Chennai,Semi-Furnished,Bachelors,3,29000
2995,3,1710,15,Super Area,Chennai,Semi-Furnished,Bachelors/Family,3,20000
2996,2,600,1,Super Area,Chennai,Furnished,Bachelors/Family,2,12000
2997,2,1080,1,Super Area,Chennai,Unfurnished,Bachelors/Family,2,10500
2998,2,1300,0,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,29000
2999,2,1027,15,Super Area,Chennai,Semi-Furnished,Bachelors,2,26000
3000,3,1350,0,Super Area,Chennai,Furnished,Family,3,25000
3001,2,950,1,Super Area,Chennai,Unfurnished,Family,2,10000
3002,2,1300,1,Super Area,Chennai,Unfurnished,Bachelors/Family,2,14000
3003,2,600,1,Super Area,Chennai,Unfurnished,Bachelors/Family,1,6000
3004,3,1428,0,Super Area,Chennai,Unfurnished,Bachelors,2,40000
